Customer_ID,Latitude,Longitude,Demand
1,11.037415,76.968701,5
2,11.051055,76.948304,25
3,11.009288,76.968543,15
4,10.948143,76.964683,12
5,11.008228,76.967898,20
6,10.995583,76.895973,12
7,11.070824,76.882243,25
8,10.991691,76.831177,20
9,10.941252,76.927316,15
10,11.084465,76.964583,20
11,11.047487,76.99965,8
12,10.895083,76.929447,15
13,11.032321,76.929177,20
14,10.986632,76.87514,8
15,11.010695,76.914391,20
16,10.953767,76.988601,5
17,11.026733,76.975459,25
18,10.960308,76.982934,25
19,10.966918,77.007193,25
20,11.010497,77.067582,20
21,11.04263,76.984956,8
22,11.058618,76.932488,20
23,10.960935,76.918635,15
24,11.056968,76.954278,10
25,11.085875,77.034038,10
26,10.998813,77.031443,5
27,10.957726,76.937378,10
28,11.017969,77.016681,10
29,11.011739,77.008923,25
30,11.124838,77.026738,5
31,11.045428,76.933951,8
32,10.974441,76.955857,5
33,11.080598,77.021111,8
34,11.073696,76.92605,10
35,11.12846,76.930939,20
36,11.026787,76.894683,5
37,11.103016,76.992871,5
38,10.948384,76.977538,30
39,10.937235,76.957492,12
40,11.007468,76.888092,10
41,11.069705,76.950893,10
42,11.126357,76.935121,30
43,11.000384,77.022307,5
44,10.99449,77.022201,12
45,10.928804,76.914676,30
46,11.020465,76.915074,20
47,11.007584,76.928865,5
48,11.032081,76.892106,20
49,10.98418,76.948235,25
50,11.054466,76.945145,15
51,10.996649,76.958525,25
52,11.009614,76.917647,15
53,10.953549,76.964023,5
54,11.006093,76.921104,5
55,11.070385,77.039562,15
56,11.014977,77.005762,25
57,11.037548,76.989115,10
58,11.079673,76.95819,30
59,11.000286,77.049982,20
60,11.01318,76.924768,10
61,11.011079,76.941152,25
62,10.95416,76.933364,30
63,11.022719,76.980114,25
64,11.10256,76.947898,20
65,11.000305,76.986487,8
66,11.131251,77.027923,12
67,11.030515,76.908299,12
68,10.987053,76.832812,12
69,10.999496,76.982645,5
70,11.065138,76.984863,12
71,11.011695,76.917177,20
72,10.891866,76.951366,25
73,10.95773,76.914862,20
74,10.995305,77.081237,10
75,10.968711,76.961503,10
76,11.16497,76.912819,30
77,11.047801,77.025376,30
78,10.98217,76.931639,30
79,10.951505,76.898489,30
80,11.126782,76.979269,30
