Customer_ID,Latitude,Longitude,Demand
1,11.0168,76.979293,17
2,11.019889,76.99998,18
3,11.022439,76.995924,16
4,11.030935,77.022299,12
5,11.021995,76.973917,9
6,11.042555,77.026562,19
7,11.047961,77.025788,6
8,11.025208,76.971612,12
9,11.027064,76.972226,13
10,11.054417,77.007575,14
11,11.024138,76.964545,7
12,11.070339,77.011241,12
13,11.026259,76.964317,13
14,11.076504,77.002446,12
15,11.037472,76.969744,6
16,11.036609,76.967237,14
17,11.055753,76.974798,17
18,11.048578,76.968639,16
19,11.042547,76.964166,6
20,11.070355,76.969153,9
21,11.03819,76.959572,7
22,11.083972,76.96286,12
23,11.08265,76.9581,18
24,11.090743,76.953218,15
25,11.080464,76.949109,17
26,11.050097,76.949929,21
27,11.049208,76.94772,15
28,11.07872,76.935681,21
29,11.06815,76.935053,6
30,11.055329,76.937008,14
31,11.05795,76.932042,8
32,11.044356,76.937214,6
33,11.077194,76.908615,17
34,11.060125,76.91679,6
35,11.032252,76.939799,17
36,11.039668,76.928547,16
37,11.050414,76.909534,16
38,11.056142,76.89284,14
39,11.034315,76.922859,13
40,11.03981,76.904118,8
41,11.022322,76.940628,21
42,11.020947,76.941338,8
43,11.028788,76.8994,9
44,11.021544,76.922047,16
45,11.022268,76.877606,13
46,11.0168,76.94204,10
47,11.013401,76.907187,18
48,11.013773,76.93426,6
49,11.002058,76.886444,16
50,11.010365,76.933358,14
51,11.001466,76.91367,11
52,11.007908,76.935827,6
53,10.990534,76.906401,10
54,11.010279,76.945364,17
55,10.991612,76.921132,7
56,11.004213,76.940799,17
57,10.981732,76.919486,13
58,10.992981,76.934353,13
59,11.005478,76.946954,14
60,10.983463,76.933314,9
61,10.958135,76.92193,8
62,10.957026,76.926646,11
63,11.007463,76.952028,12
64,10.986204,76.945859,18
65,10.982657,76.947287,13
66,10.992153,76.951454,19
67,10.950106,76.94879,20
68,10.987163,76.954765,12
69,10.975583,76.957239,13
70,10.944988,76.963348,15
71,10.971203,76.96384,12
72,10.947693,76.97303,20
73,10.955035,76.975869,12
74,11.001009,76.96218,7
75,10.996818,76.965546,12
76,10.991648,76.970322,19
77,11.007653,76.96197,8
78,10.999548,76.969279,13
79,11.004811,76.966595,8
80,11.006505,76.966461,6
81,10.977829,77.002244,14
82,10.978122,77.009036,17
83,10.982595,77.010539,11
84,10.997478,76.992139,7
85,11.000537,76.992328,21
86,11.008689,76.978086,20
87,11.007857,76.986988,8
88,11.009562,76.989852,15
89,11.008985,77.011409,15
90,11.013179,77.007587,12
