Customer_ID,Latitude,Longitude,Demand
1,11.0168,76.9758,14
2,11.034121,76.9658,14
3,11.034121,76.9458,14
4,11.0168,76.9358,14
5,10.999479,76.9458,14
6,10.999479,76.9658,14
7,11.0168,76.9958,14
8,11.040311,76.988161,14
9,11.054842,76.968161,14
10,11.054842,76.943439,14
11,11.040311,76.923439,14
12,11.0168,76.9158,14
13,10.993289,76.923439,14
14,10.978758,76.943439,14
15,10.978758,76.968161,14
16,10.993289,76.988161,14
17,11.0168,77.0158,14
18,11.042833,77.009858,14
19,11.06371,76.993209,14
20,11.075296,76.969151,14
21,11.075296,76.942449,14
22,11.06371,76.918391,14
23,11.042833,76.901742,14
24,11.0168,76.8958,14
25,10.990767,76.901742,14
26,10.96989,76.918391,14
27,10.958304,76.942449,14
28,10.958304,76.969151,14
29,10.96989,76.993209,14
30,10.990767,77.009858,14
