Customer_ID,Latitude,Longitude,Demand
1,11.0477,76.873817,22
2,10.983714,76.983131,24
3,11.010892,76.914385,22
4,11.001738,76.903846,6
5,10.956219,77.010401,30
6,11.06234,76.902116,10
7,11.039522,77.017571,23
8,11.090564,77.019839,7
9,11.067798,76.903397,21
10,11.065018,76.962232,26
11,11.037866,76.9879,19
12,11.038298,76.999735,13
13,11.020224,76.889184,29
14,11.061545,76.949441,16
15,11.094889,77.001156,29
16,10.97092,76.957933,8
17,11.084989,76.878102,25
18,10.939326,76.97421,21
19,10.949364,76.971202,29
20,11.045511,77.009625,14
21,10.996128,76.986594,24
22,10.936205,76.973857,29
23,11.018442,76.911171,9
24,11.097664,76.979228,20
25,10.989619,77.019104,10
26,10.988607,76.987013,11
27,11.04705,76.915849,24
28,11.018084,76.884092,30
29,11.013641,76.968813,20
30,10.97688,76.912084,10
31,10.965508,76.977839,29
32,10.932061,76.94847,5
33,11.079828,76.868367,17
34,11.0624,76.977728,13
35,11.027869,76.890826,29
36,11.019161,76.968936,10
37,11.023478,76.900846,5
38,11.069722,76.884332,8
39,11.035888,76.943898,26
40,11.017822,77.031271,29
41,11.031958,76.959344,20
42,11.105816,76.976029,19
43,11.030903,76.971606,16
44,10.970766,76.92409,27
45,11.048737,76.98158,8
46,11.069035,77.000186,27
47,10.977999,76.967098,30
48,10.967985,76.951678,6
49,10.982422,76.934703,26
50,11.010005,76.911762,28
51,10.937074,76.902947,7
52,10.941847,76.898945,18
53,11.050871,76.89218,23
54,11.003743,76.919488,8
55,10.941814,76.87813,15
56,11.068077,76.891764,21
57,11.093954,76.878228,12
58,11.019066,76.950977,22
59,11.069642,76.925241,18
60,11.088296,76.974536,28
61,10.957547,76.890249,12
62,10.952314,76.949349,13
63,11.085597,76.990786,16
64,10.940373,76.95847,11
65,11.015138,76.987835,5
66,11.006406,77.023658,22
67,10.937082,76.905169,7
68,11.006298,77.021212,18
69,11.013178,76.899558,7
70,10.97147,76.982457,10
71,10.952085,76.906183,17
72,11.043834,77.029056,26
73,10.991083,76.87724,29
74,11.029844,76.952065,29
75,10.962426,76.965833,30
76,11.084823,76.889948,15
77,11.023405,76.90089,16
78,10.948779,76.950863,19
79,10.993282,77.007624,30
80,11.048469,76.894111,5
81,10.940077,77.043744,23
82,11.019098,76.959929,28
83,10.983943,77.013437,19
84,10.933308,77.011183,6
85,11.011871,76.894003,14
86,11.092522,76.933594,6
87,10.961577,76.914263,20
88,11.029274,76.972067,17
89,10.932903,76.973425,7
90,11.016551,76.893447,10
91,11.055603,76.951331,8
92,11.011928,76.885593,27
93,11.034856,76.998364,24
94,11.101351,76.876324,21
95,10.954582,76.907044,12
96,10.972522,77.030881,9
97,11.042012,76.869626,13
98,10.989311,77.011288,17
99,11.006469,77.020562,14
100,10.944128,76.955735,25
